manudur,rikisfang,atvinnugrein,fjoldi
2000-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",281
2000-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",206
2000-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",200
2000-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",174
2000-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",178
2000-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",174
2000-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",244
2000-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",493
2001-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",409
2001-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",367
2001-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",305
2001-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",641
2001-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",249
2001-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",173
2001-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",173
2001-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",156
2001-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",162
2001-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",182
2001-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",248
2001-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",379
2002-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",384
2002-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",340
2002-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",333
2002-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",383
2002-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",386
2002-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",386
2002-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",384
2002-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",361
2002-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",325
2002-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",403
2002-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",504
2002-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",646
2003-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",657
2003-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",644
2003-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",631
2003-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",601
2003-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",621
2003-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",535
2003-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",548
2003-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",489
2003-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",486
2003-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",446
2003-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",479
2003-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",611
2004-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",587
2004-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",538
2004-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",528
2004-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",514
2004-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",501
2004-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",494
2004-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",525
2004-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",421
2004-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",376
2004-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",361
2004-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",351
2004-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",492
2005-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",458
2005-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",369
2005-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",363
2005-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",334
2005-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",321
2005-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",325
2005-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",362
2005-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",284
2005-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",275
2005-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",256
2005-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",276
2005-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",298
2006-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",312
2006-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",272
2006-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",273
2006-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",273
2006-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",226
2006-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",234
2006-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",274
2006-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",217
2006-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",188
2006-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",186
2006-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",209
2006-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",230
2007-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",238
2007-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",209
2007-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",210
2007-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",206
2007-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",199
2007-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",186
2007-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",205
2007-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",182
2007-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",172
2007-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",159
2007-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",172
2007-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",201
2008-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",224
2008-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",190
2008-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",177
2008-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",196
2008-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",215
2008-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",232
2008-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",260
2008-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",240
2008-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",215
2008-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",271
2008-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",336
2008-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",410
2009-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",503
2009-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",558
2009-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",626
2009-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",604
2009-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",602
2009-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",584
2009-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",592
2009-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",539
2009-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",511
2009-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",598
2009-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",656
2009-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",678
2010-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",693
2010-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",663
2010-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",676
2010-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",681
2010-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",641
2010-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",617
2010-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",626
2010-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",570
2010-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",539
2010-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",626
2010-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",666
2010-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",744
2011-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",728
2011-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",733
2011-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",698
2011-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",653
2011-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",613
2011-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",574
2011-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",611
2011-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",537
2011-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",495
2011-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",526
2011-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",574
2011-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",630
2012-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",580
2012-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",563
2012-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",530
2012-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",534
2012-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",482
2012-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",454
2012-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",434
2012-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",403
2012-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",395
2012-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",438
2012-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",488
2012-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",589
2013-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",532
2013-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",503
2013-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",501
2013-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",482
2013-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",435
2013-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",408
2013-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",423
2013-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",362
2013-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",314
2013-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",337
2013-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",370
2013-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",430
2014-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",466
2014-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",459
2014-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",443
2014-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",421
2014-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",374
2014-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",346
2014-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",330
2014-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",299
2014-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",287
2014-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",302
2014-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",320
2014-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",354
2015-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",377
2015-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",323
2015-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",322
2015-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",318
2015-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",280
2015-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",267
2015-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",246
2015-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",225
2015-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",204
2015-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",228
2015-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",250
2015-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",296
2016-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",297
2016-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",253
2016-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",239
2016-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",219
2016-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",195
2016-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",195
2016-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",182
2016-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",175
2016-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",174
2016-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",191
2016-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",197
2016-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",579
2017-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",838
2017-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",358
2017-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",301
2017-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",245
2017-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",221
2017-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",231
2017-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",203
2017-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",184
2017-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",161
2017-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",172
2017-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",211
2017-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",230
2018-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",257
2018-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",233
2018-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",250
2018-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",221
2018-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",208
2018-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",192
2018-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",201
2018-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",200
2018-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",198
2018-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",205
2018-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",213
2018-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",255
2019-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",270
2019-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",262
2019-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",274
2019-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",261
2019-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",239
2019-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",264
2019-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",238
2019-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",228
2019-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",214
2019-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",241
2019-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",273
2019-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",295
2020-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",348
2020-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",338
2020-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",439
2020-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",954
2020-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",652
2020-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",547
2020-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",483
2020-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",482
2020-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",480
2020-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",524
2020-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",596
2020-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",643
2021-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",655
2021-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",585
2021-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",596
2021-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",558
2021-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",503
2021-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",381
2021-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",353
2021-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",345
2021-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",346
2021-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",359
2021-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",369
2021-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",373
2022-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",358
2022-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",315
2022-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",298
2022-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",279
2022-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",193
2022-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",212
2022-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",218
2022-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",171
2022-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",149
2022-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",172
2022-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",191
2022-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",221
2023-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",242
2023-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",234
2023-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",217
2023-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",188
2023-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",182
2023-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",187
2023-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",207
2023-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",181
2023-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",180
2023-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",186
2023-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",198
2023-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",228
2024-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",236
2024-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",236
2024-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",203
2024-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",185
2024-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",170
2024-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",181
2024-07,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",188
2024-08,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",188
2024-09,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",170
2024-10,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",189
2024-11,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",160
2024-12,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",190
2025-01,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",197
2025-02,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",187
2025-03,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",186
2025-04,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",176
2025-05,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",154
2025-06,Íslenskt ríkisfang,"Fiskveiðar, -eldi og -vinnsla",157
